age,gender,category,amount,fraud,age_clean,customer_id,merchant_id,subscription_id,step,is_microcharge,fraud_prob,log_amount,is_micro,amount_bin
0,F,es_health,192.05,0,0,AGE_0_G_F,es_health,AGE_0_G_F_es_health,68,0,0.1816916551036475,5.262949222710246,0,4
0,F,es_health,46.23,0,0,AGE_0_G_F,es_health,AGE_0_G_F_es_health,123,0,0.0063830553851669984,3.8550292839080256,0,3
0,F,es_health,164.05,0,0,AGE_0_G_F,es_health,AGE_0_G_F_es_health,178,0,0.029447983142010203,5.106248458299202,0,4
0,F,es_hotelservices,131.99,0,0,AGE_0_G_F,es_hotelservices,AGE_0_G_F_es_hotelservices,147,0,0.006688504124900148,4.890273937425072,0,4
0,F,es_sportsandtoys,236.1473999999996,1,0,AGE_0_G_F,es_sportsandtoys,AGE_0_G_F_es_sportsandtoys,82,0,0.6918401672094522,5.468681888738294,0,4
0,F,es_sportsandtoys,184.8,1,0,AGE_0_G_F,es_sportsandtoys,AGE_0_G_F_es_sportsandtoys,154,0,0.5362893720456222,5.224670826379739,0,4
0,F,es_transportation,12.18,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,23,0,0.006248066784303795,2.578700529074361,0,2
0,F,es_transportation,47.78,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,27,0,0.006247665128785839,3.887320392787774,0,3
0,F,es_transportation,26.17,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,35,0,0.006247598949617919,3.3021134234382563,0,3
0,F,es_transportation,45.89,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,65,0,0.006247665128785839,3.847804433101495,0,3
0,F,es_transportation,34.15,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,66,0,0.0062479020266431986,3.5596246182566738,0,3
0,F,es_transportation,3.88,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,77,1,0.006248411603084622,1.5851452198650557,1,1
0,F,es_transportation,1.88,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,78,1,0.006248411603084622,1.0577902941478545,1,1
0,F,es_transportation,31.97,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,81,0,0.006247589295724509,3.49559805708364,0,3
0,F,es_transportation,19.56,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,91,0,0.006248077583296236,3.0233474405869645,0,2
0,F,es_transportation,46.93,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,94,0,0.006247665128785839,3.86974161317154,0,3
0,F,es_transportation,45.74,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,108,0,0.006247665128785839,3.844600329110712,0,3
0,F,es_transportation,28.04,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,113,0,0.006247598949617919,3.3686741899565953,0,3
0,F,es_transportation,32.77,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,115,0,0.006247589295724509,3.5195728343974766,0,3
0,F,es_transportation,12.31,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,120,0,0.006248066784303795,2.58851563240702,0,2
0,F,es_transportation,37.89,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,122,0,0.006247877048071497,3.660737148167656,0,3
0,F,es_transportation,7.27,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,128,0,0.006248411603084622,2.1126345090356,0,2
0,F,es_transportation,30.87,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,135,0,0.006247589295724509,3.461665128429245,0,3
0,F,es_transportation,14.88,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,144,0,0.006248066784303795,2.7650604558189897,0,2
0,F,es_transportation,17.79,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,146,0,0.006248066784303795,2.933324813425374,0,2
0,F,es_transportation,56.64,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,168,0,0.006249183044180401,4.054216771131322,0,3
0,F,es_transportation,14.44,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,169,0,0.006248066784303795,2.73696154459663,0,2
0,F,es_transportation,10.39,0,0,AGE_0_G_F,es_transportation,AGE_0_G_F_es_transportation,175,0,0.006248698704021217,2.432735777459091,0,2
0,F,es_wellnessandbeauty,133.59,0,0,AGE_0_G_F,es_wellnessandbeauty,AGE_0_G_F_es_wellnessandbeauty,17,0,0.006510610801440299,4.902233120245624,0,4
0,M,es_barsandrestaurants,27.66,0,0,AGE_0_G_M,es_barsandrestaurants,AGE_0_G_M_es_barsandrestaurants,162,0,0.00624984094856159,3.3555024224000256,0,3
0,M,es_barsandrestaurants,9.83,0,0,AGE_0_G_M,es_barsandrestaurants,AGE_0_G_M_es_barsandrestaurants,172,0,0.006264883364534201,2.382320061012899,0,2
0,M,es_hyper,46.25,0,0,AGE_0_G_M,es_hyper,AGE_0_G_M_es_hyper,68,0,0.006268834542958097,3.855452653939752,0,3
0,M,es_transportation,20.66,0,0,AGE_0_G_M,es_transportation,AGE_0_G_M_es_transportation,13,0,0.0062474841578523095,3.0754672415728446,0,3
0,M,es_transportation,20.45,0,0,AGE_0_G_M,es_transportation,AGE_0_G_M_es_transportation,99,0,0.0062474841578523095,3.065724645374026,0,3
0,M,es_transportation,30.79,0,0,AGE_0_G_M,es_transportation,AGE_0_G_M_es_transportation,103,0,0.0062474641403209305,3.459151774922711,0,3
0,M,es_transportation,33.23,0,0,AGE_0_G_M,es_transportation,AGE_0_G_M_es_transportation,107,0,0.0062474641403209305,3.533102452542094,0,3
0,M,es_transportation,45.14,0,0,AGE_0_G_M,es_transportation,AGE_0_G_M_es_transportation,124,0,0.006247386829543567,3.8316802527456075,0,3
0,M,es_transportation,39.85,0,0,AGE_0_G_M,es_transportation,AGE_0_G_M_es_transportation,126,0,0.006248623806442685,3.709906821306012,0,3
1,F,es_barsandrestaurants,44.59,0,1,AGE_1_G_F,es_barsandrestaurants,AGE_1_G_F_es_barsandrestaurants,17,0,0.0062870826449167245,3.8196883942253503,0,3
1,F,es_barsandrestaurants,49.31,0,1,AGE_1_G_F,es_barsandrestaurants,AGE_1_G_F_es_barsandrestaurants,88,0,0.006287007681994312,3.9182038645032273,0,3
1,F,es_barsandrestaurants,42.82,0,1,AGE_1_G_F,es_barsandrestaurants,AGE_1_G_F_es_barsandrestaurants,90,0,0.006287213147435049,3.7800903341673204,0,3
1,F,es_barsandrestaurants,24.52,0,1,AGE_1_G_F,es_barsandrestaurants,AGE_1_G_F_es_barsandrestaurants,138,0,0.006271210727894323,3.239462458476589,0,3
1,F,es_barsandrestaurants,88.1,0,1,AGE_1_G_F,es_barsandrestaurants,AGE_1_G_F_es_barsandrestaurants,158,0,0.030128452619293894,4.489759334476764,0,3
1,F,es_barsandrestaurants,46.27,0,1,AGE_1_G_F,es_barsandrestaurants,AGE_1_G_F_es_barsandrestaurants,164,0,0.0062870539235937,3.855875844805145,0,3
1,F,es_contents,4.78,0,1,AGE_1_G_F,es_contents,AGE_1_G_F_es_contents,121,1,0.006288900299870402,1.7544036826842861,1,1
1,F,es_fashion,236.1473999999996,0,1,AGE_1_G_F,es_fashion,AGE_1_G_F_es_fashion,109,0,0.6100401375674153,5.468681888738294,0,4
1,F,es_fashion,33.01,0,1,AGE_1_G_F,es_fashion,AGE_1_G_F_es_fashion,154,0,0.006249339311586208,3.526654599019104,0,3
1,F,es_food,21.21,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,17,0,0.006251958744507523,3.100542637906336,0,3
1,F,es_food,24.29,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,25,0,0.006249608179882865,3.2304090606818736,0,3
1,F,es_food,15.82,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,26,0,0.006249561975893166,2.822568654544802,0,2
1,F,es_food,18.97,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,47,0,0.006249561975893166,2.994231147427724,0,2
1,F,es_food,94.19,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,49,0,0.006273968801836369,4.555874894263214,0,3
1,F,es_food,8.16,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,64,0,0.00625336578621601,2.214846178686039,0,2
1,F,es_food,101.79,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,84,0,0.009680022450991399,4.6326880720248305,0,4
1,F,es_food,75.3,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,91,0,0.006280769600732253,4.334672938290411,0,3
1,F,es_food,63.33,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,102,0,0.006251403730443643,4.1640260854229085,0,3
1,F,es_food,12.78,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,106,0,0.006249583109185684,2.6232182655855123,0,2
1,F,es_food,18.82,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,108,0,0.006249561975893166,2.986691528901842,0,2
1,F,es_food,58.21,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,120,0,0.006258446923321699,4.081090446543684,0,3
1,F,es_food,36.35,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,152,0,0.006251605926283436,3.6203329115788265,0,3
1,F,es_food,56.34,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,166,0,0.006263555893392181,4.048998460455224,0,3
1,F,es_food,25.13,0,1,AGE_1_G_F,es_food,AGE_1_G_F_es_food,175,0,0.006249608179882865,3.263084079532521,0,3
1,F,es_health,86.9,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,8,0,0.11392348813495096,4.476199804691132,0,3
1,F,es_health,236.1473999999996,1,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,9,0,0.6791174921946225,5.468681888738294,0,4
1,F,es_health,60.37,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,13,0,0.00885531279212564,4.116921116401006,0,3
1,F,es_health,236.1473999999996,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,35,0,0.6791174921946225,5.468681888738294,0,4
1,F,es_health,16.33,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,50,0,0.006310692588459044,2.8524391037275145,0,2
1,F,es_health,157.92,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,87,0,0.33128430983309304,5.068400930946398,0,4
1,F,es_health,136.56,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,99,0,0.03316015596634745,4.924060185564065,0,4
1,F,es_health,160.83,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,128,0,0.33128430983309304,5.0865464015287944,0,4
1,F,es_health,121.94,1,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,134,0,0.44969173530611584,4.811696431478864,0,4
1,F,es_health,3.72,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,148,1,0.006391498248780725,1.551808799597464,1,1
1,F,es_health,87.59,0,1,AGE_1_G_F,es_health,AGE_1_G_F_es_health,175,0,0.008551473692287348,4.484018984423941,0,3
1,F,es_hyper,33.44,0,1,AGE_1_G_F,es_hyper,AGE_1_G_F_es_hyper,5,0,0.006334118228383361,3.53921867955953,0,3
1,F,es_hyper,1.0998,0,1,AGE_1_G_F,es_hyper,AGE_1_G_F_es_hyper,81,1,0.0063850766172406995,0.7418421020987039,1,1
1,F,es_hyper,40.96,0,1,AGE_1_G_F,es_hyper,AGE_1_G_F_es_hyper,96,0,0.006431181261756493,3.7367167835280966,0,3
1,F,es_hyper,153.64,1,1,AGE_1_G_F,es_hyper,AGE_1_G_F_es_hyper,101,0,0.6796460459012515,5.041099834900075,0,4
1,F,es_hyper,13.74,0,1,AGE_1_G_F,es_hyper,AGE_1_G_F_es_hyper,136,0,0.0062907061859301385,2.6905648867611904,0,2
1,F,es_hyper,6.89,0,1,AGE_1_G_F,es_hyper,AGE_1_G_F_es_hyper,142,0,0.006394837684137973,2.065596134857783,0,2
1,F,es_leisure,236.1473999999996,1,1,AGE_1_G_F,es_leisure,AGE_1_G_F_es_leisure,19,0,0.6951699532008955,5.468681888738294,0,4
1,F,es_otherservices,236.1473999999996,1,1,AGE_1_G_F,es_otherservices,AGE_1_G_F_es_otherservices,112,0,0.6951699532008955,5.468681888738294,0,4
1,F,es_sportsandtoys,236.1473999999996,0,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,16,0,0.697085064388561,5.468681888738294,0,4
1,F,es_sportsandtoys,170.84,1,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,35,0,0.4776939356003546,5.1465638113205,0,4
1,F,es_sportsandtoys,236.1473999999996,1,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,45,0,0.697085064388561,5.468681888738294,0,4
1,F,es_sportsandtoys,70.75,1,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,54,0,0.3290635972851568,4.273187854639731,0,3
1,F,es_sportsandtoys,236.1473999999996,1,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,66,0,0.697085064388561,5.468681888738294,0,4
1,F,es_sportsandtoys,81.95,0,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,80,0,0.10910688999141016,4.418238016636454,0,3
1,F,es_sportsandtoys,131.53,0,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,128,0,0.02268390760800246,4.886809034892587,0,4
1,F,es_sportsandtoys,236.1473999999996,1,1,AGE_1_G_F,es_sportsandtoys,AGE_1_G_F_es_sportsandtoys,135,0,0.697085064388561,5.468681888738294,0,4
1,F,es_tech,45.24,0,1,AGE_1_G_F,es_tech,AGE_1_G_F_es_tech,141,0,0.006255614642894065,3.833845224364122,0,3
1,F,es_transportation,15.83,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,1,0,0.006247769015077398,2.8231630082027146,0,2
1,F,es_transportation,34.0,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,1,0,0.006247726437861041,3.5553480614894135,0,3
1,F,es_transportation,27.38,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,1,0,0.006247539444581315,3.3456846717318967,0,3
1,F,es_transportation,85.23,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,1,0,0.006258986388004606,4.457018144964233,0,3
1,F,es_transportation,8.82,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,1,0,0.0062482318773741516,2.2844211223663744,0,2
1,F,es_transportation,44.1,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,3,0,0.006247623742453506,3.8088822465086327,0,3
1,F,es_transportation,42.89,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,4,0,0.006247623742453506,3.7816865037001426,0,3
1,F,es_transportation,3.12,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,6,1,0.006248149493569485,1.415853163361435,1,1
1,F,es_transportation,18.32,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,6,0,0.006247769015077398,2.961140828784372,0,2
1,F,es_transportation,49.53,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,7,0,0.006247623742453506,3.9225672193038172,0,3
1,F,es_transportation,1.0998,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,7,1,0.006248149493569485,0.7418421020987039,1,1
1,F,es_transportation,20.96,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,8,0,0.006247688689317048,3.08922261664133,0,3
1,F,es_transportation,56.91,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,8,0,0.006251740334481966,4.058890081237698,0,3
1,F,es_transportation,38.72,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,9,0,0.00624771521211637,3.681854839176972,0,3
1,F,es_transportation,31.22,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,9,0,0.0062475332595854915,3.472587377748828,0,3
1,F,es_transportation,11.27,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,11,0,0.0062482318773741516,2.50715725872282,0,2
1,F,es_transportation,1.0998,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,12,1,0.006248149493569485,0.7418421020987039,1,1
1,F,es_transportation,1.0998,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,13,1,0.006248149493569485,0.7418421020987039,1,1
1,F,es_transportation,60.67,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,13,0,0.006268741224434493,4.1217975890034015,0,3
1,F,es_transportation,28.49,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,13,0,0.006247539444581315,3.3840512228271846,0,3
1,F,es_transportation,14.21,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,14,0,0.006247769015077398,2.7219531062712017,0,2
1,F,es_transportation,30.63,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,14,0,0.0062475332595854915,3.4541060373175574,0,3
1,F,es_transportation,14.62,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,15,0,0.006247769015077398,2.7485521444115397,0,2
1,F,es_transportation,69.94,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,15,0,0.006249413088681074,4.261834449345476,0,3
1,F,es_transportation,4.11,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,15,1,0.006248149493569485,1.631199404215613,1,1
1,F,es_transportation,7.57,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,16,0,0.00625184577241976,2.1482677326096886,0,2
1,F,es_transportation,22.47,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,17,0,0.006247539444581315,3.1557230098629323,0,3
1,F,es_transportation,27.12,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,17,0,0.006247539444581315,3.336481066942464,0,3
1,F,es_transportation,36.56,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,17,0,0.00624771521211637,3.6259396543400624,0,3
1,F,es_transportation,3.83,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,18,1,0.006248149493569485,1.5748464676644813,1,1
1,F,es_transportation,9.3,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,20,0,0.0062482318773741516,2.33214389523559,0,2
1,F,es_transportation,1.0998,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,20,1,0.006248149493569485,0.7418421020987039,1,1
1,F,es_transportation,39.64,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,20,0,0.00624771521211637,3.7047528032702264,0,3
1,F,es_transportation,52.71,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,20,0,0.006247623742453506,3.983599203917368,0,3
1,F,es_transportation,1.0998,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,21,1,0.006248149493569485,0.7418421020987039,1,1
1,F,es_transportation,26.82,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,22,0,0.006247539444581315,3.325755186495297,0,3
1,F,es_transportation,19.01,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,24,0,0.006247769015077398,2.996232148595642,0,2
1,F,es_transportation,38.01,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,26,0,0.00624771521211637,3.663818023518565,0,3
1,F,es_transportation,25.0,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,26,0,0.006247539444581315,3.258096538021482,0,3
1,F,es_transportation,67.57,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,26,0,0.006254407783273483,4.227855121296273,0,3
1,F,es_transportation,28.7,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,27,0,0.006247539444581315,3.391147045808654,0,3
1,F,es_transportation,32.71,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,28,0,0.0062475332595854915,3.5177945292459696,0,3
1,F,es_transportation,20.96,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,28,0,0.006247688689317048,3.08922261664133,0,3
1,F,es_transportation,28.91,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,28,0,0.006247539444581315,3.398192872641857,0,3
1,F,es_transportation,40.13,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,28,0,0.006247793139672453,3.716737782242333,0,3
1,F,es_transportation,10.7,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,28,0,0.0062482318773741516,2.4595888418037104,0,2
1,F,es_transportation,12.76,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,28,0,0.006247769015077398,2.6217658325051976,0,2
1,F,es_transportation,12.08,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,29,0,0.006247769015077398,2.5710843460290524,0,2
1,F,es_transportation,12.23,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,29,0,0.006247769015077398,2.5824869781268642,0,2
1,F,es_transportation,39.23,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,31,0,0.00624771521211637,3.694612985961697,0,3
1,F,es_transportation,28.68,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,32,0,0.006247539444581315,3.39047341829918,0,3
1,F,es_transportation,33.07,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,33,0,0.0062475332595854915,3.5284172316728752,0,3
1,F,es_transportation,44.75,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,33,0,0.006247623742453506,3.82319179172153,0,3
1,F,es_transportation,38.73,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,34,0,0.00624771521211637,3.6821065698265074,0,3
1,F,es_transportation,24.42,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,34,0,0.006247539444581315,3.2355362657613083,0,3
1,F,es_transportation,10.3,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,35,0,0.0062482318773741516,2.424802725718295,0,2
1,F,es_transportation,11.35,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,35,0,0.0062482318773741516,2.513656063073986,0,2
1,F,es_transportation,16.3,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,35,0,0.006247769015077398,2.8507065015037334,0,2
1,F,es_transportation,42.23,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,36,0,0.006247623742453506,3.7665346986795405,0,3
1,F,es_transportation,8.24,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,36,0,0.0062482318773741516,2.2235418856535927,0,2
1,F,es_transportation,15.58,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,36,0,0.006247769015077398,2.8081971497071487,0,2
1,F,es_transportation,5.22,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,36,0,0.006248149493569485,1.827769906751088,0,2
1,F,es_transportation,30.95,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,36,0,0.0062475332595854915,3.4641721808235437,0,3
1,F,es_transportation,43.23,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,37,0,0.006247623742453506,3.789403291880235,0,3
1,F,es_transportation,27.3,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,37,0,0.006247539444581315,3.342861804649192,0,3
1,F,es_transportation,28.53,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,38,0,0.006247539444581315,3.3854066957558313,0,3
1,F,es_transportation,55.26,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,39,0,0.0062483337363667775,4.029983803061711,0,3
1,F,es_transportation,27.32,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,39,0,0.006247539444581315,3.343568268825519,0,3
1,F,es_transportation,35.59,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,41,0,0.00624771521211637,3.5997749790311153,0,3
1,F,es_transportation,21.21,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,41,0,0.006247688689317048,3.100542637906336,0,3
1,F,es_transportation,32.94,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,44,0,0.0062475332595854915,3.52459425980608,0,3
1,F,es_transportation,22.34,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,44,0,0.006247539444581315,3.15016862685841,0,3
1,F,es_transportation,17.62,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,44,0,0.006247769015077398,2.924236271848921,0,2
1,F,es_transportation,33.11,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,46,0,0.0062475332595854915,3.5295905964305545,0,3
1,F,es_transportation,48.76,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,46,0,0.006247623742453506,3.907211448430924,0,3
1,F,es_transportation,17.65,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,46,0,0.006247769015077398,2.9258461460898246,0,2
1,F,es_transportation,10.18,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,47,0,0.0062482318773741516,2.414126467726953,0,2
1,F,es_transportation,51.27,0,1,AGE_1_G_F,es_transportation,AGE_1_G_F_es_transportation,47,0,0.006247623742453506,3.9564225927248304,0,3
